data_loss,loss,accuracy
1.4628608226776123,1.4656797647476196,0.46890002489089966
1.6626778841018677,2.0461716651916504,0.4624500274658203
1.4941209554672241,1.5382994413375854,0.45879998803138733
1.4794141054153442,1.501025915145874,0.46700000762939453
1.4803231954574585,1.5014605522155762,0.4602000117301941
1.480440616607666,1.5020393133163452,0.4588000178337097
1.487446904182434,1.5164600610733032,0.4483000338077545
1.4910240173339844,1.5196435451507568,0.46550002694129944
1.4753586053848267,1.5012528896331787,0.46630001068115234
1.4760569334030151,1.5029261112213135,0.46289998292922974
1.469049096107483,1.4943302869796753,0.45850005745887756
1.4729231595993042,1.4987194538116455,0.4538000226020813
1.4763755798339844,1.5037707090377808,0.4619999825954437
1.4679149389266968,1.4949166774749756,0.4673999845981598
1.4677329063415527,1.4950287342071533,0.46560001373291016
1.4653552770614624,1.4921660423278809,0.4619999825954437
1.4640936851501465,1.4911030530929565,0.4657999873161316
1.4642164707183838,1.4910595417022705,0.46870002150535583
1.4686715602874756,1.496610164642334,0.47040000557899475
1.4609826803207397,1.4892303943634033,0.46369999647140503
1.4564945697784424,1.483949899673462,0.46050000190734863
1.4710408449172974,1.5005407333374023,0.4690000116825104
1.4590137004852295,1.487199306488037,0.45959997177124023
1.4629273414611816,1.4917161464691162,0.4690000116825104
1.4616528749465942,1.4907968044281006,0.4714999794960022
1.4605906009674072,1.4879028797149658,0.467600017786026
1.4624214172363281,1.4909603595733643,0.4717999994754791
1.463118076324463,1.4921948909759521,0.4717999994754791
1.4638422727584839,1.493851900100708,0.4601999819278717
1.459838628768921,1.4891459941864014,0.47359997034072876
1.4594194889068604,1.4881978034973145,0.4732000231742859
