data_loss,loss,accuracy
1.46425461769104,1.4513566493988037,0.4708000123500824
1.5580061674118042,1.741330862045288,0.47175002098083496
1.4655890464782715,1.5024588108062744,0.46949997544288635
1.469387412071228,1.4988137483596802,0.46650004386901855
1.4658184051513672,1.4931875467300415,0.47050005197525024
1.4635108709335327,1.488903284072876,0.4554999768733978
1.4670504331588745,1.5034204721450806,0.4781000018119812
1.4581364393234253,1.48980712890625,0.4666000306606293
1.4554017782211304,1.4867042303085327,0.47509998083114624
1.4580522775650024,1.4913456439971924,0.46950000524520874
1.4575735330581665,1.4892957210540771,0.4696999490261078
1.4607670307159424,1.4934717416763306,0.4728999733924866
1.4520070552825928,1.484205722808838,0.4746999740600586
1.4486708641052246,1.4818764925003052,0.4777999818325043
1.4574353694915771,1.4907981157302856,0.47690001130104065
1.4595210552215576,1.4935262203216553,0.47429996728897095
1.4518296718597412,1.484143853187561,0.4813999533653259
1.456451654434204,1.4889607429504395,0.46570006012916565
1.4527498483657837,1.4862639904022217,0.47940000891685486
1.4504958391189575,1.483394742012024,0.4675000309944153
1.451001524925232,1.4845811128616333,0.4740999639034271
1.4514343738555908,1.4854671955108643,0.48120003938674927
1.4495246410369873,1.4838438034057617,0.4788999557495117
1.4529086351394653,1.488344430923462,0.477400004863739
1.4536540508270264,1.4882279634475708,0.46950000524520874
1.4565685987472534,1.4924275875091553,0.47350001335144043
1.455660104751587,1.4911963939666748,0.4706999659538269
1.45204758644104,1.4874889850616455,0.478300005197525
1.4501410722732544,1.4849013090133667,0.4682999551296234
1.4484851360321045,1.4851789474487305,0.4672999978065491
1.4509342908859253,1.4863102436065674,0.47540003061294556
