loss,accuracy
0.01751050539314747,0.9003000259399414
0.47190770506858826,0.8542000651359558
0.6990875601768494,0.819599986076355
0.41880473494529724,0.8395999670028687
0.2680448889732361,0.8534000515937805
0.17645247280597687,0.8577998876571655
0.14348722994327545,0.864799976348877
0.09956710040569305,0.8720999956130981
0.06821408122777939,0.8753999471664429
0.04981807619333267,0.881600022315979
0.043225787580013275,0.8831000328063965
0.03626527264714241,0.8855000734329224
0.033799558877944946,0.8865000009536743
0.03491661697626114,0.8881999850273132
0.03174285218119621,0.8896999359130859
0.028566498309373856,0.8914000391960144
0.029514726251363754,0.8909000158309937
0.028864528983831406,0.89329993724823
0.028514036908745766,0.8947000503540039
0.02700895629823208,0.895300030708313
0.02595663070678711,0.896399974822998
0.025367092341184616,0.8970998525619507
0.025858182460069656,0.8978999853134155
0.025190483778715134,0.8978999853134155
0.028482377529144287,0.8995000123977661
0.03147023543715477,0.8981000185012817
0.0270455963909626,0.8992999792098999
0.02639709785580635,0.8991000056266785
0.02567766234278679,0.898900032043457
0.024151945486664772,0.9003000259399414
0.023781297728419304,0.901199996471405
