loss,accuracy
0.2348729819059372,0.9363333582878113
0.23695994913578033,0.9362917542457581
0.23780836164951324,0.9361389875411987
0.23684744536876678,0.9358332753181458
0.23662108182907104,0.9354833960533142
0.2368839532136917,0.9353472590446472
0.23710879683494568,0.9356428980827332
0.2378913313150406,0.9355833530426025
0.23883429169654846,0.9354351758956909
0.24016880989074707,0.9353500008583069
0.24185658991336823,0.9353410005569458
0.2438625693321228,0.9350693821907043
0.2463759332895279,0.9351792931556702
0.24937960505485535,0.9351662993431091
0.2526994049549103,0.9351608157157898
0.2566031515598297,0.9352028369903564
0.26078104972839355,0.9352643489837646
0.2654361128807068,0.9353561401367188
0.2704879343509674,0.9352540969848633
0.2758843004703522,0.9353581070899963
