loss,accuracy
1.1201865673065186,0.6827000379562378
1.2289707660675049,0.6756999492645264
1.2656915187835693,0.6757000088691711
1.2461854219436646,0.6762999892234802
1.236084222793579,0.679900050163269
1.2331602573394775,0.6792999505996704
1.2300608158111572,0.6757000088691711
1.231738567352295,0.6730999946594238
1.2259891033172607,0.6709999442100525
1.2283358573913574,0.6787000298500061
1.2282257080078125,0.6798999905586243
1.2262812852859497,0.6846999526023865
1.2222511768341064,0.6834999322891235
1.2224825620651245,0.6870999932289124
1.2186434268951416,0.6873000264167786
1.219967246055603,0.6758000254631042
1.2178683280944824,0.6773999929428101
1.2142267227172852,0.6841000318527222
1.217865228652954,0.6848000288009644
1.2120018005371094,0.6864999532699585
1.2197719812393188,0.6826000213623047
1.2138441801071167,0.6850000619888306
1.2198407649993896,0.6792999505996704
1.2210841178894043,0.6783000230789185
1.2135876417160034,0.6822999715805054
1.2147101163864136,0.6850000023841858
1.2151391506195068,0.6818000078201294
1.2086573839187622,0.6836999654769897
1.2181658744812012,0.6897000074386597
1.213375449180603,0.6768000721931458
1.2166032791137695,0.6875000596046448
1.207853078842163,0.6850000619888306
1.2063267230987549,0.6853999495506287
1.2111361026763916,0.6841999292373657
1.2144378423690796,0.6820000410079956
1.2118979692459106,0.6870000958442688
1.2112376689910889,0.6852999925613403
1.2048002481460571,0.6810001134872437
1.208549976348877,0.6849000453948975
1.2109476327896118,0.6832000017166138
1.2072292566299438,0.6846000552177429
1.206984519958496,0.6788000464439392
1.209888219833374,0.6827000379562378
1.2109568119049072,0.6848999857902527
1.2104412317276,0.6848000288009644
1.2113670110702515,0.6827999949455261
1.2058484554290771,0.6841999292373657
1.207505226135254,0.6869999766349792
1.2051633596420288,0.6873000860214233
1.2116291522979736,0.6781999468803406
1.2092301845550537,0.6797000169754028
1.208153247833252,0.6877999901771545
1.2082544565200806,0.6834999918937683
1.2137655019760132,0.6839999556541443
1.212759017944336,0.6881999969482422
1.2064450979232788,0.6850000023841858
1.2032759189605713,0.6887000799179077
1.2058521509170532,0.6838000416755676
1.2071592807769775,0.6746999621391296
1.2052500247955322,0.6846000552177429
1.2046483755111694,0.6851000189781189
