loss,accuracy
2.328927516937256,0.08650000393390656
2.1613166332244873,0.22460000216960907
1.7453304529190063,0.405599981546402
1.676220178604126,0.42520004510879517
1.6193126440048218,0.43309998512268066
1.5812036991119385,0.4375
1.5557407140731812,0.4448999762535095
1.5169737339019775,0.4578999876976013
1.4874070882797241,0.4610000252723694
1.4670355319976807,0.47919997572898865
1.4332988262176514,0.45740002393722534
1.4103683233261108,0.4883999824523926
1.3845728635787964,0.4856000542640686
1.3647187948226929,0.5056999921798706
1.3476966619491577,0.5099000334739685
1.3316038846969604,0.5189000368118286
1.3067141771316528,0.5188999772071838
1.292327642440796,0.5167000889778137
1.2728809118270874,0.5387999415397644
1.2690330743789673,0.5234999656677246
1.2517285346984863,0.5384000539779663
1.254826307296753,0.5370999574661255
1.2240889072418213,0.5422999858856201
1.2274935245513916,0.5399999618530273
1.2162234783172607,0.5398000478744507
1.205012559890747,0.5333999991416931
1.1970207691192627,0.5426000356674194
1.1897919178009033,0.5435999631881714
1.181452989578247,0.5442999601364136
1.1739684343338013,0.5426999926567078
1.1666635274887085,0.5426999926567078
