data_loss,loss,accuracy
1.4610743522644043,1.4480528831481934,0.47849997878074646
1.5830003023147583,1.9543771743774414,0.4816499352455139
1.450121521949768,1.490861177444458,0.4836999773979187
1.4508037567138672,1.478135347366333,0.48660001158714294
1.4481854438781738,1.4735324382781982,0.4749000072479248
1.450020432472229,1.4749996662139893,0.480599969625473
1.4425954818725586,1.4687089920043945,0.4747999608516693
1.4426575899124146,1.4671480655670166,0.47870001196861267
1.438894271850586,1.4622571468353271,0.47909998893737793
1.4362807273864746,1.4609053134918213,0.4836999773979187
1.4383479356765747,1.4622108936309814,0.4674000144004822
1.4394702911376953,1.4627796411514282,0.4805000424385071
1.4351534843444824,1.4583393335342407,0.48899999260902405
1.4325531721115112,1.4555957317352295,0.48809999227523804
1.4371130466461182,1.4617478847503662,0.4894999861717224
1.4364726543426514,1.4606587886810303,0.48659998178482056
1.4355067014694214,1.4600144624710083,0.48669999837875366
1.4331352710723877,1.4573180675506592,0.488599956035614
1.4294488430023193,1.453223466873169,0.4830999970436096
1.4337824583053589,1.4587401151657104,0.47860002517700195
1.4355700016021729,1.4607346057891846,0.48319992423057556
1.4348704814910889,1.4617623090744019,0.49119997024536133
1.43100905418396,1.4570249319076538,0.489300012588501
1.4232114553451538,1.448178768157959,0.4957999587059021
1.4294108152389526,1.4547908306121826,0.49239999055862427
1.4225983619689941,1.4482182264328003,0.4851999878883362
1.4267799854278564,1.45244562625885,0.48750001192092896
1.4277876615524292,1.4537672996520996,0.48669999837875366
1.4228730201721191,1.4486106634140015,0.4804999828338623
1.4207565784454346,1.446061134338379,0.48750001192092896
1.430338740348816,1.4577891826629639,0.4934999346733093
